Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot83,"lualeet",easy,20,Failed,"Сафари на тигра","Zone place_peacemaker_002_N2","1","23:24:36","23:49:55",
Bot84,"ShiftedFocus",normal,27,Failed,"Страсть к эргономике","Item Набор модернированных инструментов","1","23:24:36","23:24:58",
Bot84,"ShiftedFocus",normal,27,Failed,"Вот Это Находка — Часть 2","Item Защищенный кейс для документов 0022","1","23:25:03","23:26:48",
Bot85,"ObiOne",hard,48,Failed,"Short Cut","Short Cut: Objective #1","1","23:24:37","23:32:57",
Bot86,"XkaOnslaught",easy,52,Failed,"Курьер","Zone mech_41_2","1","23:24:37","23:38:30",
Bot86,"XkaOnslaught",easy,52,Failed,"Курьер","Zone mech_41_1","1","23:38:31","23:45:41",
Bot87,"Karthel",hard,43,Failed,"Short Cut","Short Cut: Objective #1","1","23:24:38","23:33:32",
Bot88,"gansik",hard,27,Failed,"Деза","Zone Q019_3","1","23:24:40","23:31:54",
Bot91,"Reis",hard,28,Failed,"Груз X. Часть 2","Item Защищенный кейс для документов 0013","1","23:27:15","23:35:49",
Bot92,"CWX",hard,26,Failed,"Giving Tree","Giving Tree: Objective #1","1","23:27:16","23:35:34",
Bot94,"Barlog_M",normal,31,Failed,"Airdrop Chaser","Airdrop Chaser: Objective #1","1","23:32:03","23:32:03",
Bot94,"Barlog_M",normal,31,Completed,"Вот Это Находка — Часть 2","Item Защищенный кейс для документов 0022","1","23:32:08","23:36:03",
Bot94,"Barlog_M",normal,31,Active,"Вот Это Находка — Часть 2","Item Защищенный кейс для документов 0031","1","23:36:08","N/A",
Bot108,"Жорес Малой",normal,1,Pending,"Storage","Storage: Objective #6","1","23:41:30","N/A",
Bot106,"Лёма Пукеш",normal,1,Completed,"Big Red","Big Red: Objective #2","1","23:41:30","23:47:12",
Bot106,"Лёма Пукеш",normal,1,Completed,"Big Red","Big Red: Objective #3","1","23:47:18","23:48:02",
Bot106,"Лёма Пукеш",normal,1,Completed,"Big Red","Big Red: Objective #5","1","23:48:07","23:48:44",
Bot106,"Лёма Пукеш",normal,1,Completed,"Big Red","Big Red: Objective #1","1","23:48:49","23:49:30",
Bot106,"Лёма Пукеш",normal,1,Completed,"Big Red","Big Red: Objective #4","1","23:49:35","23:50:58",
Bot106,"Лёма Пукеш",normal,1,Completed,"South Shack by Big Red","South Shack by Big Red: Objective #1","1","23:51:03","23:52:17",
Bot106,"Лёма Пукеш",normal,1,Active,"Crackhouse","Crackhouse: Objective #7","1","23:52:22","N/A",
Bot107,"Стас Чегачу",normal,1,Pending,"Big Red","Big Red: Objective #2","1","23:41:30","N/A",
Bot109,"Данила Шиза",hard,1,Completed,"Antenna","Antenna: Objective #1","1","23:42:31","23:43:04",
Bot109,"Данила Шиза",hard,1,Completed,"Passage between Rocks","Passage between Rocks: Objective #1","1","23:43:09","23:45:05",
Bot109,"Данила Шиза",hard,1,Failed,"Substation","Substation: Objective #1","1","23:45:10","23:46:44",
Bot109,"Данила Шиза",hard,1,Completed,"Substation","Substation: Objective #2","1","23:46:49","23:47:28",
Bot109,"Данила Шиза",hard,1,Completed,"Substation","Substation: Objective #5","1","23:47:34","23:47:55",
Bot109,"Данила Шиза",hard,1,Active,"Substation","Substation: Objective #3","1","23:48:00","N/A",
Bot111,"Вано Поехавший",normal,1,Completed,"Warehouse 4","Warehouse 4: Objective #1","1","23:46:01","23:46:20",
Bot111,"Вано Поехавший",normal,1,Failed,"Warehouse 4","Warehouse 4: Objective #2","1","23:46:25","23:47:47",
Bot111,"Вано Поехавший",normal,1,Completed,"Warehouse 4","Warehouse 4: Objective #3","1","23:47:52","23:48:15",
Bot111,"Вано Поехавший",normal,1,Completed,"Power Switch","Power Switch: Objective #1","2","23:48:20","23:51:12",
Bot111,"Вано Поехавший",normal,1,Active,"Giving Tree","Giving Tree: Objective #1","1","23:51:17","N/A",
Bot114,"Аристарх Конченный",easy,1,Completed,"Dorms Camp 2","Dorms Camp 2: Objective #1","1","23:50:01","23:50:18",
Bot114,"Аристарх Конченный",easy,1,Failed,"Dorms 2 Story","Dorms 2 Story: Objective #8","1","23:50:23","23:51:02",
Bot114,"Аристарх Конченный",easy,1,Failed,"Dorms 2 Story","Dorms 2 Story: Objective #7","1","23:51:07","23:51:07",
Bot114,"Аристарх Конченный",easy,1,Failed,"Dorms 2 Story","Dorms 2 Story: Objective #10","1","23:51:12","23:52:05",
Bot114,"Аристарх Конченный",easy,1,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #6","1","23:52:10","23:52:17",
Bot114,"Аристарх Конченный",easy,1,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #2","1","23:52:22","23:52:42",
Bot114,"Аристарх Конченный",easy,1,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #1","1","23:52:47","23:53:11",
Bot114,"Аристарх Конченный",easy,1,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #5","1","23:53:17","23:53:29",
Bot114,"Аристарх Конченный",easy,1,Failed,"Dorms 2 Story","Dorms 2 Story: Objective #4","1","23:53:34","23:53:37",
Bot114,"Аристарх Конченный",easy,1,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #9","1","23:53:42","23:54:06",
Bot114,"Аристарх Конченный",easy,1,Failed,"Dorms 2 Story","Dorms 2 Story: Objective #3","1","23:54:11","23:54:14",
Bot114,"Аристарх Конченный",easy,1,Active,"Dorms 3 Story","Dorms 3 Story: Objective #7","1","23:54:19","N/A",
[Not Spawned],"Борька Грузчик",normal,1,,,,,,,
[Not Spawned],"Мэн Руссиано",normal,1,,,,,,,
[Not Spawned],"Филат Толич",normal,1,,,,,,,
[Not Spawned],"Федот Микрофон",normal,1,,,,,,,
[Not Spawned],"Мартын Ковальски",normal,1,,,,,,,
[Not Spawned],"Сява Незнайка",normal,1,,,,,,,
[Not Spawned],"Агафон Костыль",normal,1,,,,,,,
[Not Spawned],"Ромчик Сметана",normal,1,,,,,,,
[Not Spawned],"Николай Окунь",normal,1,,,,,,,
[Not Spawned],"Якун Дудис",easy,1,,,,,,,
[Not Spawned],"Даня Новгородский",impossible,1,,,,,,,
[Not Spawned],"Святослав Петух",impossible,1,,,,,,,
