Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot93,"Юрец Бутовский",normal,1,Completed,"Skeleton Bush Camping","Skeleton Bush Camping: Objective #1","2","23:19:58","23:22:31",
Bot93,"Юрец Бутовский",normal,1,Pending,"Flash-Drive Van","Flash-Drive Van: Objective #1","1","23:22:32","N/A",
[Not Spawned],"Серега Кацман",normal,1,,,,,,,
[Not Spawned],"Спиридон Торец",normal,1,,,,,,,
[Not Spawned],"Гиви Торец",normal,1,,,,,,,
[Not Spawned],"Федя Молния",easy,1,,,,,,,
[Not Spawned],"Юрец Очко",normal,1,,,,,,,
[Not Spawned],"Ильнур Снайлер",normal,1,,,,,,,
[Not Spawned],"Володя Рыбак",normal,1,,,,,,,
[Not Spawned],"Федот Ижевчанин",normal,1,,,,,,,
[Not Spawned],"Рустам Копченый",easy,1,,,,,,,
[Not Spawned],"Степан Толстых",hard,1,,,,,,,
[Not Spawned],"Алекс Пекуш",hard,1,,,,,,,
[Not Spawned],"Ванька Говорун",normal,1,,,,,,,
[Not Spawned],"Арсен Боржоми",easy,1,,,,,,,
