Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot74,"zerowindy9406",hard,35,Failed,"Переиграть и уничтожить","Zone Zone_for_RPG_1","1","21:11:43","21:15:47",
Bot79,"Валя Топор",normal,1,Failed,"Scav Town","Scav Town: Objective #4","2","21:10:59","21:12:12",
Bot79,"Валя Топор",normal,1,Completed,"Scav Town","Scav Town: Objective #3","2","21:12:17","21:13:06",
Bot79,"Валя Топор",normal,1,Completed,"Scav Town","Scav Town: Objective #5","3","21:13:11","21:14:46",
Bot79,"Валя Топор",normal,1,Completed,"Scav Town","Scav Town: Objective #1","3","21:14:52","21:16:27",
Bot79,"Валя Топор",normal,1,Completed,"Scav Town","Scav Town: Objective #2","1","21:16:32","21:17:04",
Bot79,"Валя Топор",normal,1,Active,"Marked Circle Bunker","Marked Circle Bunker: Objective #4","1","21:17:09","N/A",
Bot80,"Витян Панини",normal,1,Completed,"Sunken Village","Sunken Village: Objective #3","1","21:10:59","21:11:12",
Bot80,"Витян Панини",normal,1,Completed,"Sunken Village","Sunken Village: Objective #1","1","21:11:17","21:17:31",
Bot80,"Витян Панини",normal,1,Active,"Sniper Rock Crates","Sniper Rock Crates: Objective #1","1","21:17:36","N/A",
Bot83,"Ванька Бубл",normal,1,Failed,"Airdrop Chaser","Airdrop Chaser: Objective #1","1","21:14:10","21:14:10",
Bot83,"Ванька Бубл",normal,1,Completed,"Old Sawmill","Old Sawmill: Objective #1","1","21:14:15","21:23:52",
Bot83,"Ванька Бубл",normal,1,Active,"Old Sawmill","Old Sawmill: Objective #3","1","21:23:57","N/A",
Bot84,"Антон Ржавый",normal,1,Completed,"Scav Base","Scav Base: Objective #1","5","21:14:51","21:17:32",
Bot84,"Антон Ржавый",normal,1,Active,"Scav Base","Scav Base: Objective #3","1","21:17:37","N/A",
Bot88,"Семён Гашеный",normal,1,Failed,"Weapon Storage Shack","Weapon Storage Shack: Objective #1","1","21:18:24","21:21:17",
Bot88,"Семён Гашеный",normal,1,Failed,"Sawmill Checkpoint Nearby Rocks","Sawmill Checkpoint Nearby Rocks: Objective #1","1","21:21:22","21:22:28",
Bot91,"Игорян Банщик",easy,1,Active,"Scav Base","Scav Base: Objective #1","2","21:21:55","N/A",
Bot92,"Эдик Жислый",easy,1,Pending,"Scav Base","Scav Base: Objective #1","1","21:22:02","N/A",
[Not Spawned],"Дэнчик Вертолет",easy,1,,,,,,,
[Not Spawned],"Анатолий Очко",easy,1,,,,,,,
[Not Spawned],"Лева Сейсмолог",easy,1,,,,,,,
[Not Spawned],"Святополк Глиттершайн",easy,1,,,,,,,
[Not Spawned],"Ярослав Снайлер",easy,1,,,,,,,
[Not Spawned],"Костян Корч",easy,1,,,,,,,
[Not Spawned],"Андрюха Охрана",easy,1,,,,,,,
[Not Spawned],"Фима Доцент",easy,1,,,,,,,
[Not Spawned],"Русик Чукча",normal,1,,,,,,,
[Not Spawned],"Аркаша Спартак",easy,1,,,,,,,
[Not Spawned],"Гурам Затвор",easy,1,,,,,,,
[Not Spawned],"Марат СОБР",easy,1,,,,,,,
[Not Spawned],"Влад Всемогущий",easy,1,,,,,,,
[Not Spawned],"Армен Дипишмот",normal,1,,,,,,,
