Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot45,"Петя Кастрюля",easy,1,Completed,"USEC Camp North","USEC Camp North: Objective #4","2","21:21:07","21:21:59",
Bot45,"Петя Кастрюля",easy,1,Completed,"USEC Camp North","USEC Camp North: Objective #3","1","21:22:04","21:22:54",
Bot45,"Петя Кастрюля",easy,1,Completed,"USEC Camp North","USEC Camp North: Objective #1","3","21:22:59","21:24:09",
Bot45,"Петя Кастрюля",easy,1,Completed,"USEC Camp South","USEC Camp South: Objective #1","3","21:24:14","21:25:12",
Bot45,"Петя Кастрюля",easy,1,Completed,"USEC Camp South","USEC Camp South: Objective #2","1","21:25:17","21:26:02",
Bot45,"Петя Кастрюля",easy,1,Completed,"USEC Camp South","USEC Camp South: Objective #3","4","21:26:07","21:27:30",
Bot45,"Петя Кастрюля",easy,1,Completed,"Convoy","Convoy: Objective #1","1","21:27:35","21:29:01",
Bot45,"Петя Кастрюля",easy,1,Completed,"Convoy","Convoy: Objective #2","1","21:29:06","21:29:26",
Bot45,"Петя Кастрюля",easy,1,Completed,"Scav Bridge Overlook","Scav Bridge Overlook: Objective #4","1","21:29:31","21:30:42",
Bot45,"Петя Кастрюля",easy,1,Completed,"Scav Bridge Overlook","Scav Bridge Overlook: Objective #2","1","21:30:47","21:31:15",
Bot45,"Петя Кастрюля",easy,1,Completed,"Scav Bridge Overlook","Scav Bridge Overlook: Objective #3","1","21:31:20","21:31:44",
Bot45,"Петя Кастрюля",easy,1,Completed,"Scav Bridge Overlook","Scav Bridge Overlook: Objective #1","1","21:31:49","21:32:09",
Bot45,"Петя Кастрюля",easy,1,Active,"Sunken Village","Sunken Village: Objective #3","1","21:32:15","N/A",
Bot46,"Костян РХБЗ",normal,1,Completed,"Weapon Storage Shack","Weapon Storage Shack: Objective #1","1","21:24:17","21:25:39",
Bot46,"Костян РХБЗ",normal,1,Completed,"Sawmill Camp","Sawmill Camp: Objective #1","1","21:25:45","21:27:15",
Bot46,"Костян РХБЗ",normal,1,Completed,"Dead Man's Place","Dead Man's Place: Objective #1","1","21:27:20","21:28:50",
Bot46,"Костян РХБЗ",normal,1,Completed,"Sawmill Shack","Sawmill Shack: Objective #1","2","21:28:55","21:32:34",
Bot47,"Стёпа Планчик",easy,1,Completed,"USEC Camp South","USEC Camp South: Objective #1","3","21:27:17","21:30:04",
Bot47,"Стёпа Планчик",easy,1,Active,"USEC Camp South","USEC Camp South: Objective #2","1","21:30:09","N/A",
Bot48,"Павел Питерский",normal,1,Completed,"RUAF Roadblock Crates","RUAF Roadblock Crates: Objective #2","1","21:28:08","21:28:17",
Bot48,"Павел Питерский",normal,1,Completed,"RUAF Roadblock Crates","RUAF Roadblock Crates: Objective #1","1","21:28:23","21:28:50",
Bot48,"Павел Питерский",normal,1,Active,"Scav Base","Scav Base: Objective #1","2","21:28:55","N/A",
Bot49,"Гиви Погон",normal,1,Completed,"Scav House","Scav House: Objective #1","1","21:28:08","21:28:32",
Bot49,"Гиви Погон",normal,1,Completed,"Sawmill Marked Circle","Sawmill Marked Circle: Objective #1","1","21:28:37","21:33:14",
Bot49,"Гиви Погон",normal,1,Pending,"Sawmill Checkpoint","Sawmill Checkpoint: Objective #2","1","21:33:19","N/A",
Bot50,"Игорь Директор",normal,1,Completed,"RUAF Roadblock Crates","RUAF Roadblock Crates: Objective #2","1","21:30:18","21:32:00",
Bot50,"Игорь Директор",normal,1,Completed,"RUAF Roadblock Crates","RUAF Roadblock Crates: Objective #1","1","21:32:05","21:32:19",
Bot50,"Игорь Директор",normal,1,Completed,"Ambulance","Ambulance: Objective #1","1","21:32:24","21:33:21",
Bot50,"Игорь Директор",normal,1,Active,"Scav Base","Scav Base: Objective #3","1","21:33:26","N/A",
[Not Spawned],"Найк Пипетка",normal,1,,,,,,,
[Not Spawned],"Саня Дристомет",normal,1,,,,,,,
[Not Spawned],"Паштет Протокол",normal,1,,,,,,,
[Not Spawned],"Витя Окунь",normal,1,,,,,,,
[Not Spawned],"Стёпа Револьвер",easy,1,,,,,,,
[Not Spawned],"Рома Жидкий",normal,1,,,,,,,
[Not Spawned],"Витя Сыч",easy,1,,,,,,,
[Not Spawned],"Рома Брейк",normal,1,,,,,,,
[Not Spawned],"Федя Существо",normal,1,,,,,,,
[Not Spawned],"Яков Свинохаря",normal,1,,,,,,,
[Not Spawned],"Авксентий Мероприятие",normal,1,,,,,,,
[Not Spawned],"Мирон Предводитель",normal,1,,,,,,,
